name,title,date,shade,rating,body
Covergirl: Clean Fresh Skin Milk Foundation,Not a vegan,"November 3, 2021",560 Medium,5,"I am not a vegan, however, I am allergic to most Foundations. So I thought it was worth a try. I had no heavy feeling on my face. No itchiness or feeling that my face was suffocating. I am very pleased."
Covergirl: Clean Fresh Skin Milk Foundation,Ehh,"January 16, 2022",570 Medium/Tan,3,"I bought this because beauty influencers on tiktok told me how amazing this was. I wasn’t impressed with it on my skin. It’s probably great for younger skin, but not for 40 something’s texture."
Covergirl: Clean Fresh Skin Milk Foundation,THE BEST EVER,"May 11, 2020",550 Light/Medium,5,"WOW! I LOVE this product!! It is so lightweight, and gives me enough coverage that I still look kind of natural but covers my acne and evens my skin tone. Such a good color match! Also, it is build-able but recommend to use brush first then a beauty blender. LOVE that covergirl is cruelty free now too!"
Covergirl: Clean Fresh Skin Milk Foundation,Not for my dry winter skin,"January 15, 2020",510 Porcelain,3,Great shade match for me. It is light to medium buildable coverage.I think this formula is better suited for normal to oily skin.  It's winter and made my skin feel too dry and tight. I use it as a mix-in with other foundations and moisturizer.Will try it again in summer when my skin is normal.
Covergirl: Clean Fresh Skin Milk Foundation,Flakes.,"November 13, 2021",520 Fair,1,I really wanted to like this but after trying it on there were a lot of flakes. I tried shaking it but no difference. The foundation itself doesn’t seem that bad but the flakes make it unwearable.
Covergirl: Clean Fresh Skin Milk Foundation,Horrible,"April 11, 2020",550 Light/Medium,1,This product is horrible it feels like a wet lotion that never dry down it has no coverage at all and look horrible on your skin I would never even think of buying this again ever
Covergirl: Clean Fresh Skin Milk Foundation,Worth the buy.,"March 8, 2021",550 Light/Medium,5,I needed a light weight and light coverage foundation and this works well! It evens out my skin tone to hid some of the redness. There are little hard pieces in the foundation like others have stated but I just brush them away. It's not that big of a deal.
Covergirl: Clean Fresh Skin Milk Foundation,Meh,"May 29, 2021",,3,"Not a good choice for older person. Settled in creases.  My shade was off too, but that was my fault.  However, I really applaud Covergirl for investing in clean beauty.  Keep trying!"
Covergirl: Clean Fresh Skin Milk Foundation,"Finally, something light enough.","August 28, 2020",510 Porcelain,5,Sheer
Covergirl: Clean Fresh Skin Milk Foundation,Very watery!,"April 16, 2021",550 Light/Medium,3,I opened the tube and gently squeezed to see product but wasted a lot as it literally ran out all over being so thin. The coverage was ok and as advertised (minimal) color was good but it didn't last very long. I wouldnt recommend it.
Covergirl: Clean Fresh Skin Milk Foundation,I really like this foundation,"September 17, 2021",530 Fair/Light,5,It's not thick and it looks natural. I'm glad this is cruelty-free so I can use it. Prob my favorite foundation I've found. Others are just so thick and unnatural-looking.
Covergirl: Clean Fresh Skin Milk Foundation,what a lovely product,"August 6, 2020",510 Porcelain,5,"definitely one of the best foundations in terms of being comfortable to wear, i always forget it's there! its also buildabke if you're patient and need more coverage! also I'm a ginger and it's really hard to find a shade light enough for my complexion but this one is pretty close!!"
Covergirl: Clean Fresh Skin Milk Foundation,I loved this product!,"March 31, 2020",550 Light/Medium,4,I loved this product.  It's the first time I've used something similar so I was afraid it wouldn't look natural enough but it was perfect.  Despite only having three color options I feel like it suits my skin color.  I don't give it 5 stars because I feel it smells like food (something like nachos) and that's not good for a facial product.
Covergirl: Clean Fresh Skin Milk Foundation,Okay,"October 2, 2020",520 Fair,3,"I like the coverage and how it feels on my face, but o did notice that it tends to highlight dry spots on your face and the formula isn’t as smooth as I would expect it to be."
Covergirl: Clean Fresh Skin Milk Foundation,Not A Concealer,"December 4, 2021",,1,I should have known better. The price was lower than most concealers. It came in a very narrow container (small). It dried quickly on my face before I could spread it. It didn’t cover very well at all. Wasted money.
Covergirl: Clean Fresh Skin Milk Foundation,Item dries my skin,"January 23, 2021",,1,I purchased this item because it was shown in a tutorial to be flawless coverage hiding blemishes with very little prep needed. This product leaves my skin feeling dry and cakes under my eyes. Will not be buying again.
Covergirl: Clean Fresh Skin Milk Foundation,Great Natural Foundation,"April 29, 2021",530 Fair/Light,4,"Excuse my hairy hand, lol. I got shade Fair/Light and was scared it wouldn't match but it actually did perfectly. I am pale with yellow undertones. This foundation is definitely buildable coverage. I love the natural look I get with this foundation, it definitely even out your skin tone and looks like makeup isn't even there. I even got some acne scar, it doesn't cover them completely but makes them less visible for sure. This is for more natural don't expect anything high coverage ya'll but like I said it's buildable. Also love that this is cruelty free and vegan!!"
Covergirl: Clean Fresh Skin Milk Foundation,Best coverage,"May 17, 2020",560 Medium,5,"Honestly.. this is a great product. I’ve tried all kinds of BB creams and foundation that do not look like I’m trying to hard to cover blemishes. This one is the first product I use that does not make my face oily, and literally covers my pimples, including the dry ones and red ones"
Covergirl: Clean Fresh Skin Milk Foundation,Nice light coverage,"September 3, 2020",570 Medium/Tan,5,This gives you a nice natural coverage. It isn't heavy or greasy.I would definitely recommend this!! I also love the fact this product isn't tested on animals!!
Covergirl: Clean Fresh Skin Milk Foundation,Poor blending,"September 2, 2020",540 Light,1,Very poor product. Milky like texture and didn’t blend well. Left white spots that wouldn’t blend in. Almost felt like product was past its shelf life.
